chembl_id,name,smiles,mw,logp,pred_GRIN1,pred_HSPA8,pred_ITPKB,pred_PGK1,avg_predicted
CHEMBL1068,OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,252.27,2.64,-7.624976190476191,-6.769412547746371,-7.020833333333332,-6.066055555555556,-6.870319406777863
CHEMBL416956,MEFLOQUINE,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.32,4.45,-7.942428571428573,-6.592844985032886,-7.012166666666665,-5.861465909090907,-6.852226533054758
CHEMBL829,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,298.45,4.49,-8.086376623376625,-6.640280074942978,-6.957333333333329,-5.713857808857807,-6.849461960127685
CHEMBL995,LOSARTAN POTASSIUM,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],461.01,4.27,-8.055826923076927,-6.615245646020644,-6.803671428571428,-5.877253246753246,-6.837999311105561
CHEMBL278819,MINAPRINE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,298.39,2.2,-7.898288827838831,-6.672272102360004,-6.859838095238091,-5.9195,-6.8374747563592315
CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.45,1.56,-7.92172380952381,-6.6041365551115545,-6.968999999999997,-5.847892857142857,-6.835688305444554
CHEMBL1008,BEPRIDIL,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,366.55,4.83,-7.896807142857149,-6.5962635949254125,-6.958749999999997,-5.877714285714288,-6.832383755874211
CHEMBL1091,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,404.5,2.35,-7.924723809523808,-6.608786555111553,-6.970999999999996,-5.808892857142858,-6.828350805444554
CHEMBL296913,PARECOXIB SODIUM,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+],392.41,3.53,-7.7085344988345,-6.804206782106782,-7.083404761904757,-5.71596158008658,-6.828026905733154
CHEMBL583,GREPAFLOXACIN,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,359.4,2.28,-7.598604700854704,-6.959560526315791,-6.755166666666673,-5.997430952380951,-6.82769071155453
CHEMBL276832,HYDRALAZINE,NNc1nncc2ccccc12,160.18,0.92,-8.127043290043293,-6.4354587051837076,-6.828333333333327,-5.91830769230769,-6.827285755217004
CHEMBL919,FOSPHENYTOIN SODIUM,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-].[Na+].[Na+],406.24,1.55,-7.732117832167837,-6.650660479134391,-7.1469999999999985,-5.774471103896103,-6.826062353799583
CHEMBL588,FENOLDOPAM,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,305.76,2.73,-7.85622857142857,-6.621096240601503,-6.844000000000005,-5.97975,-6.825268703007519
CHEMBL1065,METHYSERGIDE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,353.47,1.94,-7.76411666666667,-6.63365723307896,-7.086999999999996,-5.8147142857142855,-6.824872046364978
CHEMBL1000,CETIRIZINE,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.9,3.15,-7.822069047619055,-6.6227118325195695,-6.897238095238089,-5.945499999999997,-6.821879743844178
CHEMBL622,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.36,3.38,-7.959057142857144,-6.506738352497175,-6.9839999999999955,-5.828699675324674,-6.819623792669748
CHEMBL658,SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,386.56,4.21,-7.807057142857145,-6.479431127392944,-7.0780714285714215,-5.891714285714284,-6.814068496133948
CHEMBL41355,EZOGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,303.34,3.59,-7.911174242424245,-6.497882088087354,-6.980666666666663,-5.8529191641691645,-6.8106605403368565
CHEMBL276568,"CEFPROZIL ANHYDROUS, (E)-",C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,389.43,0.71,-7.604142857142858,-6.715942965367967,-6.875988095238093,-6.01024927849928,-6.80158079906205
CHEMBL802,MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25,-0.13,-7.69194523809524,-7.027447395002659,-6.831904761904758,-5.6549999999999985,-6.8015743487506635
CHEMBL691,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,296.41,3.61,-7.998180952380953,-6.5218976190476186,-6.947,-5.733534090909088,-6.800153165584415
CHEMBL1057,FLUORESCEIN,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,332.31,3.67,-8.016838095238096,-6.516742261904763,-6.946000000000002,-5.7162083333333324,-6.798947172619048
CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,356.42,4.37,-7.804388034188039,-6.629975000000001,-6.980666666666667,-5.776187687312686,-6.797804347041848
CHEMBL315838,ENCAINIDE,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,352.48,4.36,-7.702826923076923,-6.593731084951722,-6.969166666666662,-5.911428571428571,-6.79428831153097
CHEMBL896,HYDROXYZINE,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,374.91,3.06,-7.820069047619054,-6.56987114624506,-6.87523809523809,-5.9114999999999975,-6.79416957227555
CHEMBL299400,BUTORPHANOL TARTRATE,O=C(O)C(O)C(O)C(=O)O.Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,477.55,3.37,-7.940942857142859,-6.716939285714289,-6.850333333333334,-5.655833333333334,-6.791012202380954
CHEMBL717,MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,386.53,4.66,-7.901238095238097,-6.6061960789210765,-6.99633333333333,-5.657194444444445,-6.790240487984237
CHEMBL527,PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35,1.58,-7.330167832167831,-6.808213203463205,-6.978738095238093,-6.042880952380956,-6.790000020812521
CHEMBL1005,REMIFENTANIL,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,376.45,2.0,-7.621616666666665,-6.5368563194052305,-7.061833333333329,-5.939000000000004,-6.789826579851307
CHEMBL742,KETAMINE,CNC1(c2ccccc2Cl)CCCCC1=O,237.73,2.9,-8.020500000000002,-6.333248087930824,-7.213833333333332,-5.578181818181816,-6.786440809861494
CHEMBL596,FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.48,4.14,-7.738950000000001,-6.490510420322238,-7.026166666666661,-5.860714285714283,-6.7790853431757965
CHEMBL62193,SULFADIMETHOXINE,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,310.34,0.88,-7.501309956709951,-6.8347435786435815,-6.927071428571431,-5.8527741147741175,-6.77897476967477
CHEMBL669,CYCLOBENZAPRINE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,275.4,4.55,-8.108614718614723,-6.413116113904017,-6.972333333333336,-5.616857808857807,-6.7777304936774705
CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,381.38,3.51,-7.905478943278948,-6.629965071233236,-6.982071428571423,-5.580649475524474,-6.77454122965202
CHEMBL668,PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21,263.38,4.3,-8.119690476190478,-6.150125071612974,-7.030333333333335,-5.793165501165497,-6.77332859557557
CHEMBL911,ZOLPIDEM,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,307.4,3.25,-7.840501165501171,-6.557358971046876,-6.993071428571422,-5.6952344322344315,-6.7715414993384755
CHEMBL135,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,272.39,3.61,-8.018180952380954,-6.394469047619047,-6.963000000000001,-5.694534090909088,-6.767546022727272
CHEMBL916,TIROFIBAN,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,440.61,2.95,-7.882285714285716,-6.671520208294121,-6.780555555555553,-5.724714285714288,-6.76476894096242
CHEMBL308954,ETRAVIRINE,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,435.29,4.72,-7.647190909090914,-6.617970320150985,-6.918083333333332,-5.871737362637365,-6.7637454813031495
CHEMBL86304,MOCLOBEMIDE,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,268.74,1.4,-7.7307857142857195,-6.521175930263928,-6.902126984126981,-5.881714285714284,-6.758950728597728
CHEMBL842,CHLOROTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,295.73,-0.06,-7.319877777777781,-6.822297882672881,-6.617666666666662,-6.260000000000003,-6.754960581779331
CHEMBL650,METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,374.48,1.8,-7.80972380952381,-6.488303221778221,-6.900999999999995,-5.816892857142858,-6.753979972111221
CHEMBL505,CHLORPHENIRAMINE,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,274.8,3.82,-8.293376623376625,-6.073657714694531,-6.930333333333331,-5.713000000000001,-6.752591917851122
CHEMBL638,VORICONAZOLE,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,349.32,2.18,-7.886438034188037,-6.599315810644984,-6.882293650793651,-5.617623076923078,-6.746417643137437
CHEMBL63857,PHENOLPHTHALEIN,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,318.33,3.56,-7.954380952380952,-6.4564387987012966,-6.872000000000001,-5.701208333333333,-6.746007021103896
CHEMBL119,TRIMETREXATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,369.43,2.74,-7.609183333333334,-6.7713662866844535,-6.831333333333333,-5.769126540126541,-6.745252373369416
CHEMBL620,CLIDINIUM,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,352.45,2.7,-7.574866666666666,-6.612139346227249,-7.019333333333332,-5.7677499999999995,-6.743522336556811
CHEMBL1054,TRICHLORMETHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,380.66,0.82,-7.307306349206352,-6.793364549339548,-6.587666666666662,-6.284000000000003,-6.7430843913031415
CHEMBL832,SULFINPYRAZONE,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,404.49,3.8,-7.491171861471864,-6.602793661801399,-7.085738095238095,-5.7727826923076915,-6.738121577704762
CHEMBL56367,NIMESULIDE,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,308.31,2.76,-7.540347619047618,-6.777069234268147,-6.7934166666666655,-5.837715384615384,-6.7371372261494535
CHEMBL122,ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.36,2.56,-7.617276923076924,-6.577130381454293,-7.113999999999993,-5.6196666666666655,-6.732018492799469
CHEMBL843,ROSIGLITAZONE MALEATE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,473.51,2.49,-7.956024975024979,-6.357114255913168,-6.9779999999999935,-5.624714285714287,-6.728963379163107
CHEMBL893,DICLOXACILLIN,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,470.33,3.2,-7.591076923076925,-6.682891469641464,-6.531782352941173,-6.10318609168609,-6.727234209336413
CHEMBL311498,CIANIDANOL,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,290.27,1.55,-7.616543589743588,-6.5794936507936495,-6.792999999999999,-5.919444444444446,-6.72712042124542
CHEMBL607,MEPERIDINE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.34,2.21,-7.751628571428573,-6.5246716991684215,-6.96233333333333,-5.647999999999996,-6.72165840098258
CHEMBL585,TRIAMTERENE,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.27,0.83,-8.226743589743595,-6.201250371850375,-6.822333333333327,-5.633182692307687,-6.720877496808746
CHEMBL783,NATEGLINIDE,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.43,3.26,-7.790188095238097,-6.176077674286496,-7.064833333333331,-5.8480909090909075,-6.719797502987207
CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,462.54,2.2,-7.890723809523808,-6.327798459873459,-6.980999999999997,-5.659892857142859,-6.71485378163503
CHEMBL626,NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,287.41,4.99,-8.29466666666667,-6.379993494856401,-6.722333333333333,-5.45478409090909,-6.712944396441373
CHEMBL90593,PRASTERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,288.43,3.88,-7.71235714285714,-6.575479412254412,-6.9833333333333325,-5.57728409090909,-6.712113494838493
CHEMBL48582,SAFINAMIDE MESYLATE,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,398.46,2.37,-7.838666666666666,-6.579386297760213,-6.659333333333332,-5.7703478521478555,-6.711933537477016
CHEMBL811,BROMPHENIRAMINE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,319.25,3.93,-8.25304329004329,-6.1003479320858345,-6.909333333333331,-5.581,-6.710931138865614
CHEMBL108,CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc21,236.27,3.39,-7.560507575757575,-6.626680307764132,-6.895999999999995,-5.755159992784988,-6.709586969076673
CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,308.38,3.79,-7.505588528138531,-6.542330807451449,-7.055404761904757,-5.729754120879119,-6.708269554593463
CHEMBL282724,SITAXENTAN,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,454.91,3.96,-7.349090909090905,-6.952463186813185,-6.25831074481074,-6.268571428571425,-6.707109067321564
CHEMBL822,TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,291.44,4.88,-8.305666666666669,-6.365617304380211,-6.671333333333332,-5.482909090909092,-6.706381598822326
CHEMBL936,DIPHENIDOL,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,309.45,4.19,-7.786783333333338,-6.541484530083441,-6.91133333333333,-5.583999999999999,-6.705900299187527
CHEMBL891,CLOXACILLIN,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,435.89,2.55,-7.580167832167835,-6.602141469641466,-6.531971428571425,-6.07918609168609,-6.698366705516704
CHEMBL865,VALDECOXIB,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,314.37,2.96,-7.631443589743594,-6.567527218648945,-6.955404761904757,-5.617347960372956,-6.6929308826675635
CHEMBL37744,ZIMELDINE,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,317.23,3.84,-8.146043290043293,-6.27347960596751,-6.788933333333332,-5.557615384615385,-6.69151790348988
CHEMBL86715,PROCYCLIDINE,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,287.45,3.94,-7.787321428571435,-6.379757257356168,-6.967999999999997,-5.6129999999999995,-6.6870196714819
CHEMBL506,PRIMAQUINE,COc1cc(NC(C)CCCN)c2ncccc2c1,259.35,2.78,-7.5957023809523845,-6.449045442908346,-6.895083333333336,-5.775307692307695,-6.678784712375441
CHEMBL597,PHENTOLAMINE,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,281.36,2.84,-7.715547619047625,-6.3997270807149835,-6.898749999999995,-5.68666666666667,-6.675172841607319
CHEMBL103,PROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,314.47,4.72,-7.732438095238097,-6.407416527100351,-7.022333333333331,-5.528284090909089,-6.672618011645217
CHEMBL839,CARTEOLOL,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,292.38,1.7,-7.461807142857143,-6.358590336624157,-6.90083333333333,-5.956480519480522,-6.669427833073788
CHEMBL282052,METHAQUALONE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,250.3,3.0,-7.315096403596402,-6.756882821379548,-6.7726833333333305,-5.831499475524473,-6.669040508458439
CHEMBL1064,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.57,4.59,-7.654438095238097,-6.490390523365521,-6.718,-5.78148015873016,-6.661077194333444
CHEMBL807,MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2,179.31,2.69,-8.125523809523813,-6.147892127510296,-6.885166666666666,-5.484090909090908,-6.66066837819792
CHEMBL915,NEDOCROMIL SODIUM,CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12.[Na+].[Na+],415.31,2.48,-7.466455927405924,-7.0828078643578625,-6.52307142857143,-5.568257215007215,-6.660148108835608
CHEMBL710,FINASTERIDE,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,372.55,3.81,-7.661200000000001,-6.377494112865836,-7.005999999999991,-5.594354797979797,-6.659762227711406
CHEMBL746,NEDOCROMIL,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.35,2.48,-7.551455927405928,-7.0584864357864365,-6.445738095238097,-5.574257215007215,-6.657484418359418
CHEMBL1034,DICLOFENAC SODIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],318.14,4.36,-7.733995177045175,-6.182830471641882,-6.907999999999999,-5.794909090909091,-6.654933684899037
CHEMBL121,ROSIGLITAZONE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,357.44,2.49,-7.850024975024979,-6.249347794059611,-6.931999999999993,-5.586714285714287,-6.654521763699718
CHEMBL700,SULFAPYRIDINE,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,249.3,1.46,-7.198124242424237,-6.588196031746036,-6.936683333333332,-5.878380952380956,-6.650346139971139
CHEMBL959,RIMANTADINE,CC(N)C12CC3CC(CC(C3)C1)C2,179.31,2.55,-7.977857142857143,-6.211304032272199,-6.924833333333331,-5.481909090909089,-6.648975899842941
CHEMBL660,AMANTADINE,NC12CC3CC(CC(C3)C1)C2,151.25,1.91,-8.094523809523814,-6.160348271903538,-6.878166666666665,-5.454999999999997,-6.647009687023504
CHEMBL503,LOVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.55,4.2,-7.652438095238097,-6.445079412254411,-6.73,-5.757337301587302,-6.646213702269953
CHEMBL33986,BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,327.47,3.37,-7.88194285714286,-6.458766666666667,-6.793333333333333,-5.436666666666667,-6.642677380952382
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,296.15,4.36,-7.7504951770451775,-6.158620154181566,-6.869999999999999,-5.77490909090909,-6.638506105533958
CHEMBL32479,BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,393.7,4.4,-7.181882117882118,-6.7283000000000035,-6.262471428571423,-6.357464285714281,-6.632529458041956
CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,293.32,4.03,-7.721410256410257,-6.241161825582058,-7.032666666666664,-5.528593947718947,-6.630958174094481
CHEMBL24944,TRIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,449.92,4.93,-7.60250202020202,-6.329764986316573,-6.875000000000001,-5.688322843822843,-6.623897462585359
CHEMBL578,ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.45,1.6,-6.995492063492058,-6.809906202131198,-6.692224358974356,-5.967610389610394,-6.616308253552003
CHEMBL652,FLECAINIDE,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.35,3.44,-7.517178571428576,-6.456553703307877,-6.704055555555555,-5.766630952380953,-6.61110469566824
CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,337.94,4.33,-7.605146825396831,-6.393757257356168,-6.799333333333331,-5.627999999999999,-6.606559354021583
CHEMBL553,ERLOTINIB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.44,3.41,-7.525795238095234,-6.488085581085577,-6.671333333333336,-5.737948717948719,-6.605790717615716
CHEMBL927,CEFDINIR,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,395.42,-0.17,-7.2490000000000006,-6.694614177489176,-6.294225526107879,-6.170138888888889,-6.601994648121487
CHEMBL1072,BUMETANIDE,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,364.42,3.04,-7.4122816849816875,-6.517989075537989,-6.6949999999999985,-5.773753246753247,-6.599756001818231
CHEMBL1086,DIBUCAINE,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.47,3.49,-7.667902380952383,-6.497269912882815,-6.612933333333333,-5.608571428571427,-6.59666926393499
CHEMBL928,DANTROLENE SODIUM,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+],336.24,1.74,-7.435263070263067,-6.660320929794839,-6.215306722689077,-6.075777777777777,-6.59666712513119
CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,406.48,3.74,-7.678100732600735,-6.226249650349647,-6.7499999999999964,-5.683448717948717,-6.584449775224774
CHEMBL563,FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,244.26,3.68,-7.729721367521371,-6.250200998337409,-6.893333333333336,-5.45663141025641,-6.582471777362131
CHEMBL12856,INAMRINONE,Nc1cc(-c2ccncc2)c[nH]c1=O,187.2,1.02,-7.523644022644022,-6.353007038045036,-6.773333333333332,-5.676730311355309,-6.581678676344424
CHEMBL509,MECLOFENAMIC ACID,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,296.15,4.74,-7.535169419469421,-6.148675847763348,-6.783416666666667,-5.851282051282051,-6.579635996295372
CHEMBL528,CEFTIZOXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,383.41,-0.56,-7.214000000000002,-6.670489177489176,-6.279625526107881,-6.148853174603176,-6.578241969550059
CHEMBL869,NITROFURAZONE,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,198.14,0.19,-7.4228952380952355,-6.599216244866244,-6.261663865546218,-6.022959595959593,-6.576683736116822
CHEMBL711,PHENINDIONE,O=C1c2ccccc2C(=O)C1c1ccccc1,222.24,2.85,-7.436610256410258,-6.333532663741489,-6.915666666666666,-5.592349358974357,-6.569539736448193
CHEMBL64894,GENTIAN VIOLET,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],407.99,4.46,-8.078757575757576,-6.088013270250088,-6.796488888888888,-5.288615384615384,-6.562968779877984
CHEMBL577,ENALAPRILAT ANHYDROUS,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,348.4,1.13,-6.915285714285712,-6.679761314410225,-6.642709653092004,-5.976155844155844,-6.553478131485947
CHEMBL21869,DIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,371.03,4.17,-7.48150202020202,-6.25823165298324,-6.789333333333335,-5.683370462870463,-6.553109367347265
CHEMBL856,PRIMIDONE,CCC1(c2ccccc2)C(=O)NCNC1=O,218.26,0.54,-7.196342857142854,-6.269065349298489,-7.010499999999995,-5.717396103896103,-6.548326077584361
