chembl_id,name,smiles,mw,logp,pred_GRIN1,pred_HSPA8,pred_ITPKB,pred_PGK1,avg_predicted
CHEMBL16476,PRONETALOL,CC(C)NCC(O)c1ccc2ccccc2c1,229.32,2.87,-7.560107142857143,-6.2998828208082225,-6.752933333333333,-5.576052614052615,-6.547243977762829
CHEMBL996,CEFOXITIN,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,427.46,0.1,-7.25538095238095,-6.488879853479853,-6.387434927817279,-6.054035714285717,-6.54643286199095
CHEMBL690,PRAVASTATIN SODIUM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],446.52,2.44,-7.575438095238095,-6.231530205905204,-6.899,-5.477587301587303,-6.545888900682651
CHEMBL819,OXACILLIN,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,401.44,1.9,-7.291167832167833,-6.54075685425685,-6.472971428571425,-5.874367909867909,-6.544816006216005
CHEMBL904,DEXMETHYLPHENIDATE HYDROCHLORIDE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1.Cl,269.77,2.09,-7.4597634920634945,-6.104492718579532,-6.999166666666667,-5.608090909090907,-6.542878446600151
CHEMBL796,METHYLPHENIDATE,COC(=O)C(c1ccccc1)C1CCCCN1,233.31,2.09,-7.4743666666666675,-6.087537163023976,-7.006166666666668,-5.6030909090909065,-6.542790351362054
CHEMBL827,DEXMETHYLPHENIDATE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31,2.09,-7.4743666666666675,-6.087537163023976,-7.006166666666668,-5.6030909090909065,-6.542790351362054
CHEMBL712,ANISINDIONE,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,252.27,2.86,-7.479743589743593,-6.3730115731833,-6.706999999999998,-5.6077980769230775,-6.541888309962492
CHEMBL572,NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.16,0.07,-7.332895238095237,-6.604481644080555,-6.1327352941176505,-5.997777777777778,-6.516972488517805
CHEMBL1021,NEPAFENAC,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,254.29,1.53,-7.361181684981683,-6.184058740595158,-6.904749999999999,-5.6145727355977355,-6.516140790293644
CHEMBL110,BENZNIDAZOLE,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,260.25,1.11,-6.973595970695967,-6.742734218466954,-6.472526960784312,-5.839880952380955,-6.507184525582047
CHEMBL981,FENOFIBRIC ACID,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,318.76,3.81,-7.625968253968256,-6.220704533690945,-6.495999999999998,-5.678444444444443,-6.50527930802591
CHEMBL672,FENOFIBRATE,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.84,4.68,-7.6579682539682565,-6.17331845238095,-6.503999999999999,-5.681444444444443,-6.5041827876984115
CHEMBL617,CEPHALOTHIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,396.45,0.59,-7.177714285714286,-6.423121520146518,-6.400045787545785,-6.009178571428574,-6.502515041208791
CHEMBL864,CARBINOXAMINE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,290.79,3.4,-7.680243290043294,-6.018546603583419,-6.7413333333333325,-5.564,-6.501030806740012
CHEMBL595,PIOGLITAZONE,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.45,3.16,-7.682024975024976,-6.172350929726831,-6.768999999999995,-5.379718406593407,-6.500773577836303
CHEMBL1077,BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,334.17,2.89,-7.541911843711845,-6.155043993506497,-6.672750000000003,-5.626858449883449,-6.4991410717754485
CHEMBL836,TAMSULOSIN,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,408.52,2.34,-7.423967399267399,-6.4547628850618,-6.556999999999997,-5.5329380952380935,-6.492167094891823
CHEMBL53418,DANTHRON,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,240.21,1.87,-7.33310476190476,-6.534316576479075,-6.521600000000001,-5.571111111111112,-6.4900331123737365
CHEMBL517,DISOPYRAMIDE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.48,3.36,-7.365124242424245,-6.149972762810665,-6.817933333333331,-5.616173376623376,-6.487300928797905
CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.2,3.04,-7.656321367521368,-6.249190482464394,-6.608000000000005,-5.390252136752135,-6.475940996684476
CHEMBL27193,DILEVALOL,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,328.41,2.14,-7.253865018315021,-6.263463653771791,-6.756333333333334,-5.628187246087247,-6.475462312876848
CHEMBL1079,TIZANIDINE,Clc1ccc2nsnc2c1NC1=NCCN1,253.72,1.72,-6.979624542124543,-6.436219059449323,-6.256344444444441,-6.226749999999994,-6.474734511504575
CHEMBL885,EMTRICITABINE,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,247.25,-0.46,-7.0833357142857105,-6.76767590055508,-6.021831141081144,-6.017166666666668,-6.47250235564715
CHEMBL1043,DAPSONE,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.31,1.68,-7.472195670995668,-6.290338525277614,-6.772333333333331,-5.335724358974359,-6.467647972145244
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26,3.04,-7.476123809523812,-6.280789044323272,-6.671000000000004,-5.40811192973693,-6.459006195896004
CHEMBL862,GUANFACINE,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,246.1,1.55,-7.263428571428574,-6.375898128984542,-6.246306595365416,-5.900505952380956,-6.446534812039872
CHEMBL590,MENADIONE,CC1=CC(=O)c2ccccc2C1=O,172.18,2.01,-7.128438095238097,-6.325730758164985,-6.824333333333335,-5.50513141025641,-6.445908399248207
CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.24,-0.2,-7.1227296536796505,-6.731781368631367,-6.063724358974358,-5.84802380952381,-6.441564797702297
CHEMBL945,AMILORIDE,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,229.63,-1.08,-7.064047619047621,-6.440984346847347,-6.15422399626517,-6.106833333333336,-6.441522323873368
CHEMBL70972,SERATRODAST,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,354.45,4.61,-7.484771428571427,-6.147993560606059,-6.785,-5.345399475524475,-6.44079111617549
CHEMBL290960,NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,287.3,0.64,-7.054317748917745,-6.591274176548089,-6.1957103174603185,-5.896000000000003,-6.434325560731539
CHEMBL934,METYRAPONE,CC(C)(C(=O)c1cccnc1)c1cccnc1,226.28,2.64,-7.260580952380951,-6.2418751367332765,-6.700999999999999,-5.525223834498832,-6.432169980903264
CHEMBL917,FLOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,246.19,-1.68,-7.165335714285711,-6.646510307084221,-6.025648601398602,-5.8871666666666655,-6.4311653223588
CHEMBL1070,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1,228.29,3.37,-7.51912380952381,-6.212881107815336,-6.630000000000001,-5.361207167832167,-6.430803021292829
CHEMBL15677,FENCLOFENAC,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,297.14,4.41,-7.54667851037851,-6.129589688813597,-6.521999999999999,-5.52289393939394,-6.430290534646511
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,241.29,3.75,-7.221157875457873,-6.17151675631716,-6.759416666666668,-5.553098834498835,-6.426297533235134
CHEMBL752,ADENOSINE PHOSPHATE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,347.22,-1.86,-7.105286879786876,-6.606942832167831,-6.04167491201609,-5.943458333333333,-6.424340739326032
CHEMBL594,EMEDASTINE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,302.42,2.21,-6.44396428571428,-7.008953812316715,-6.237532967032963,-6.002499999999997,-6.423237766265989
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.1,-1.22,-7.182335714285711,-6.591910307084221,-6.023648601398602,-5.880166666666667,-6.4195153223588
CHEMBL14370,REBOXETINE,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,313.4,3.19,-7.500395970695971,-6.184229340104338,-6.455333333333332,-5.5329999999999995,-6.418239661033411
CHEMBL651,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45,4.29,-7.5721047619047654,-6.048092923929741,-6.777,-5.268680519480517,-6.416469551328756
CHEMBL511,PYRILAMINE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.39,2.66,-7.5146666666666695,-6.161623984535802,-6.6083333333333325,-5.375999999999998,-6.415155996133951
CHEMBL777,CLAVULANIC ACID,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,199.16,-1.1,-7.163643939393937,-6.4935487345987335,-6.029144078144079,-5.959788961038962,-6.411531428293928
CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,263.2,-1.29,-7.210764285714282,-6.5468744401733545,-5.927627359568538,-5.903613095238095,-6.397219795173568
CHEMBL75435,DEXKETOPROFEN,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.29,3.11,-7.479438095238095,-6.140596987105128,-6.771000000000003,-5.192925116550115,-6.395990049723334
CHEMBL571,KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.29,3.11,-7.479438095238095,-6.140596987105128,-6.771000000000003,-5.192925116550115,-6.395990049723334
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,229.26,-0.59,-6.913062987012983,-6.667136824924827,-6.11849780774781,-5.866738095238097,-6.391358928730929
CHEMBL46917,CARBARIL,CNC(=O)Oc1cccc2ccccc12,201.22,2.56,-7.3626904761904735,-6.159957027728754,-6.481999999999999,-5.545069541569542,-6.387429261372192
CHEMBL713,ENTECAVIR ANHYDROUS,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,277.28,-0.83,-6.689320970695969,-6.734675346789434,-6.12033547008547,-6.0028571428571444,-6.386797232607005
CHEMBL1003,CLAVULANATE POTASSIUM,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],237.25,-1.1,-7.081643939393936,-6.495326512376511,-6.015015873015875,-5.938788961038963,-6.3826938214563205
CHEMBL647,APRACLONIDINE,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,245.11,1.76,-6.82621428571429,-6.298180373859551,-6.218535353535352,-6.176999999999998,-6.379982503277297
CHEMBL313972,MASOPROCOL,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,302.37,3.57,-7.576115018315018,-6.2606365072729195,-6.464666666666666,-5.204371392496395,-6.376447396187749
CHEMBL18116,TOLOXATONE,Cc1cccc(N2CC(CO)OC2=O)c1,207.23,1.31,-7.015726190476188,-6.535514375936101,-6.139376319758675,-5.75148051948052,-6.360524351412871
CHEMBL1090,VIDARABINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,267.25,-1.98,-7.094286879786875,-6.564828546453544,-6.016803117144295,-5.752315476190472,-6.357058504893796
CHEMBL926,DOBUTAMINE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,301.39,2.96,-7.562698351648351,-6.140252541432119,-6.574222222222225,-5.122483405483406,-6.349914130196526
CHEMBL32800,FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.36,2.06,-7.543871428571428,-6.2241170628284745,-6.472222222222221,-5.1542741147741165,-6.348621207099061
CHEMBL1004,DOXYLAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,270.38,2.92,-7.539243290043291,-5.968338336126237,-6.665333333333332,-5.205200000000001,-6.344528739875716
CHEMBL817,TOLAZAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.41,1.77,-6.238546031746032,-6.7654168278099895,-6.509555555555553,-5.863714285714286,-6.344308175206466
CHEMBL960,LEFLUNOMIDE,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,270.21,3.25,-7.0239004329004295,-6.36504615596392,-6.2425323010322975,-5.739644938394934,-6.342780957072896
CHEMBL615,PENICILLIN V,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,350.4,0.7,-6.9609502164502235,-6.22351755189255,-6.382971428571426,-5.791805860805863,-6.339811264430016
CHEMBL530,AMDINOCILLIN,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,325.43,1.41,-6.694166666666669,-6.568648178244903,-6.16901587301587,-5.922249999999998,-6.3385201794818595
CHEMBL866,MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,320.34,2.73,-7.012333333333332,-6.611592673992672,-5.838294871794873,-5.8880357142857145,-6.337564148351648
CHEMBL900,ORPHENADRINE,Cc1ccccc1C(OCCN(C)C)c1ccccc1,269.39,3.66,-7.597891641691644,-5.979138336126238,-6.714666666666667,-5.0565244755244745,-6.3370552800022555
CHEMBL134,CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1,230.1,2.36,-6.774976190476195,-6.225788553837468,-6.250090909090904,-6.086999999999998,-6.334463913351142
CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35,-0.18,-6.853358225108225,-6.554881166056163,-6.0049615384615365,-5.914693722943724,-6.331973663142412
CHEMBL306700,VILOXAZINE,CCOc1ccccc1OCC1CNCCO1,237.3,1.45,-7.368485714285713,-5.979180272692089,-6.490333333333333,-5.457999999999999,-6.323999830077783
CHEMBL107,COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,399.44,2.87,-6.792669047619046,-6.514769139194137,-6.136239316239316,-5.8379318181818185,-6.320402330308579
CHEMBL575,METHICILLIN,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,380.42,0.95,-6.833878787878794,-6.289228266178265,-6.313782352941173,-5.838019425019424,-6.318727208004415
CHEMBL637,VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,277.41,3.04,-7.29557142857143,-6.0179712067580216,-6.665,-5.288571428571427,-6.316778515975219
CHEMBL853,ZALCITABINE,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,211.22,-0.5,-6.847329653679652,-6.497501110639112,-6.102497807747809,-5.8167380952380965,-6.316016666826168
CHEMBL942,BISACODYL,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,361.4,4.11,-7.3056666666666645,-6.244998844935257,-6.428999999999999,-5.268041666666664,-6.311926794567146
CHEMBL158,AZTREONAM,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44,-1.17,-6.854095238095241,-6.468207293431208,-6.0972697838109635,-5.818047202797202,-6.309404879533654
CHEMBL657,DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1,255.36,3.35,-7.562814718614721,-5.913814785401602,-6.698333333333332,-5.017524475524475,-6.298121828218532
CHEMBL880,FAMCICLOVIR,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,321.34,0.54,-6.746888888888887,-6.699565800865798,-5.991543891402716,-5.742097527472527,-6.295024027157482
CHEMBL1082,AMOXICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,365.41,0.02,-6.790307359307364,-6.282017551892551,-6.308226797385617,-5.771201243201244,-6.287938237946694
CHEMBL130,CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13,0.91,-6.8568198412698385,-6.34233147480539,-6.239219421101771,-5.679288961038963,-6.279414924553991
CHEMBL806,FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,3.21,-6.6591073593073595,-6.465317990529808,-6.2662417027416994,-5.720978271728273,-6.277911331076785
CHEMBL22242,REMOXIPRIDE,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,371.28,2.68,-6.674482539682539,-6.4752256466765505,-6.083478729603728,-5.876714285714285,-6.277475300419276
CHEMBL818,IOBENGUANE,N=C(N)NCc1cccc(I)c1,275.09,1.27,-7.2580952380952395,-6.151332347543762,-6.131003427944603,-5.5356309246309285,-6.269015484553633
CHEMBL499,TIMOLOL,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,316.43,0.5,-6.743963492063489,-6.50240357921648,-6.113295787545786,-5.702964285714288,-6.265656786135011
CHEMBL19490,ZOMEPIRAC,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,291.73,2.85,-7.092476923076921,-6.377372921716085,-5.907093074409249,-5.670705627705629,-6.261912136726972
CHEMBL962,EPOPROSTENOL SODIUM,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O.[Na+],374.45,3.41,-6.9703939393939365,-6.408548459873461,-5.903361111111113,-5.746301587301589,-6.257151274420025
CHEMBL813,EPROSARTAN,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52,4.74,-6.832999999999998,-6.532957575757575,-6.078831986640807,-5.573515873015876,-6.254576358853564
CHEMBL857,BIOTIN,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,244.32,0.8,-6.739412698412698,-6.460598831637916,-5.90333547008547,-5.908556818181816,-6.252975954579474
CHEMBL106,FLUCONAZOLE,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,306.28,0.74,-6.777024542124536,-6.532680240659414,-6.174708947425123,-5.508564510489509,-6.248244560174646
CHEMBL750,ZONISAMIDE,NS(=O)(=O)Cc1noc2ccccc12,212.23,0.62,-6.849155844155842,-6.426997621006442,-5.984947748330102,-5.725331177156173,-6.24660809766214
CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.22,-2.56,-6.866658225108223,-6.444819678268593,-5.928303117144294,-5.734470238095238,-6.243562814654086
CHEMBL641,ATOMOXETINE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.36,3.72,-7.290931684981689,-5.820236988011988,-6.530333333333334,-5.330932167832168,-6.243108543539796
CHEMBL550,PILOCARPINE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,208.26,1.16,-6.749928571428566,-6.555556623302262,-6.0536794316794325,-5.599717532467532,-6.239720539719449
CHEMBL85231,MEDIFOXAMINE,CN(C)CC(Oc1ccccc1)Oc1ccccc1,257.33,3.03,-7.267195670995673,-6.0410264853503985,-6.509333333333331,-5.135909090909092,-6.238366145147124
CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.45,3.24,-7.358384065934067,-5.871667464514193,-6.301000000000004,-5.386238095238094,-6.22932240642159
CHEMBL83063,RITODRINE,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,287.36,2.35,-7.5240214285714275,-5.892870506800087,-6.387222222222223,-5.112864815739816,-6.229244743333388
CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,398.48,3.33,-6.69474358974359,-6.690505311355313,-5.71401288515406,-5.803333333333331,-6.225648779896574
CHEMBL991,STAVUDINE,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,224.22,-0.71,-6.8298582251082225,-6.575481018981019,-5.881611486552664,-5.599053155178157,-6.221500971455016
CHEMBL290916,EDARAVONE,CC1=NN(c2ccccc2)C(=O)C1,174.2,1.8,-6.49512132034632,-6.451864375936106,-6.168941765424116,-5.751623376623374,-6.216887709582479
CHEMBL70046,SORIVUDINE,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,349.14,-1.49,-6.91243095238095,-6.469597852871767,-5.862138224520578,-5.6125806277056265,-6.21418691436973
CHEMBL65375,TIPIRACIL HYDROCHLORIDE,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,279.13,0.29,-6.431214285714287,-6.6318759136139125,-5.910606934731934,-5.8366666666666625,-6.2025909501816985
CHEMBL1018,DIENESTROL,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,266.34,4.6,-7.2017714285714245,-6.0602714884208035,-6.3750000000000036,-5.1321655011655025,-6.192302104539434
CHEMBL48449,CANTHARIDIN,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,196.2,0.64,-6.8891367965367944,-6.25606256243756,-5.855179738562093,-5.730194444444447,-6.182643385495223
CHEMBL1095,ETHOTOIN,CCN1C(=O)NC(c2ccccc2)C1=O,204.23,1.3,-6.432172619047619,-6.35821028917319,-6.210056875314227,-5.710610389610387,-6.177762543286356
CHEMBL810,TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,194.15,-2.08,-6.584673784548779,-6.526763483115471,-5.871323629964805,-5.70608959096459,-6.172212622148411
CHEMBL681,ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,244.29,2.67,-6.649407117882114,-6.45340311774984,-6.117085721468071,-5.464989357864357,-6.171221328741096
CHEMBL28318,PROPYPHENAZONE,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,230.31,2.61,-6.613733308358307,-6.389197035480859,-6.015773137973136,-5.663598834498831,-6.170575579077783
CHEMBL765,GUANETHIDINE,N=C(N)NCCN1CCCCCCC1,198.31,0.74,-6.453095238095237,-6.599803750482925,-6.043733003108001,-5.571499999999997,-6.16703299792154
CHEMBL498,CHLORPROPAMIDE,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.75,1.74,-6.465272222222224,-6.241785878927958,-6.220013888888892,-5.706243326118328,-6.15832882903935
CHEMBL1037,GUANADREL,N=C(N)NCC1COC2(CCCCC2)O1,213.28,0.55,-7.128036796536793,-6.013373141478403,-6.029128205128205,-5.425181818181817,-6.148929990331304
CHEMBL113,CAFFEINE,Cn1c(=O)c2c(ncn2C)n(C)c1=O,194.19,-1.03,-6.544423784548778,-6.5853564366531625,-5.820329914529914,-5.63033959096459,-6.145112431674111
CHEMBL152,CIDOFOVIR ANHYDROUS,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.19,-1.66,-6.447691955266958,-6.6167001255990385,-5.846392372333549,-5.665613095238095,-6.14409938710941
CHEMBL19236,MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1,241.68,0.82,-6.451253968253972,-6.319610613848519,-5.899430165912516,-5.859,-6.132323687003751
CHEMBL937,DIETHYLCARBAMAZINE CITRATE,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,391.42,0.7,-6.64195238095238,-6.4524226946966055,-5.822955225330223,-5.61125,-6.132145075244802
CHEMBL19449,IBUDILAST,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,230.31,3.3,-6.4158923992673955,-6.503863229859956,-5.93815238813474,-5.663613986013984,-6.130380500819019
CHEMBL727,THIOGUANINE,Nc1nc2[nH]cnc2c(=S)[nH]1,167.2,0.6,-6.481817099567097,-6.31334372644899,-6.155956963298138,-5.5609743589743585,-6.128023037072146
CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.29,2.19,-6.840252272727273,-6.4393762045443665,-5.8730930744092475,-5.3450897186147195,-6.124452817573902
CHEMBL625,THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,201.25,2.69,-6.4852321428571384,-6.365598917748917,-6.070530165912518,-5.51330769230769,-6.108667229706565
CHEMBL98,VORINOSTAT,O=C(CCCCCCC(=O)Nc1ccccc1)NO,264.32,2.47,-6.585249711399714,-6.113466226736462,-6.20204924242424,-5.521714285714285,-6.105619866568675
